7157.112885,1.387e-30,0.081,0.71,0.412,#,-0.01945,4126.4634,33,27,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.122476,2.929e-30,0.0337,0.4,0.221,#,-0.03452,4045.3223,87,93,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.143168,2.606e-29,0.0475,0.47,0.298,#,-0.0213,3565.0035,21,21,4,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.172709,1.507e-22,0.0937,0.73,0.412,#,-0.0065,315.7795,7,9,7,6,4,2,6,0,3,15,1380,1419,1413,817,0,1413
7157.194049,1.362e-27,0.0953,0.73,0.434,#,-0.00948,3392.7493,21,21,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.195415,9.85e-27,0.0568,0.57,0.371,#,-0.00979,2733.9626,39,39,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.209461,1.54e-30,0.0851,0.71,0.352,#,-0.00613,4452.3528,51,45,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.215259,4.172e-27,0.0674,0.62,0.25,#,-0.01065,2246.8848,75,81,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.233522,3.269e-27,0.0571,0.57,0.371,#,-0.00967,2733.9629,13,13,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.415971,8.686e-29,0.0466,0.47,0.298,#,-0.02032,3564.705,63,63,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7157.586052,1.098e-27,0.0752,0.65,0.412,#,-0.01054,2129.6185,7,9,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.66328,3.723e-28,0.043,0.42,0.235,#,-0.02587,3264.3375,87,87,3,3,4,2,2,0,3,1387,1380,1419,1413,817,0,1413
7157.690997,2.062e-30,0.0428,0.44,0.221,#,0.01189,3083.8653,29,31,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.737019,3.425e-23,0.0347,0.35,0.333,#,-0.02177,1590.6901,51,51,4,6,6,2,5,0,1,1387,1380,1232,1411,817,0,1411
7157.738492,1.142e-23,0.0347,0.35,0.333,#,-0.0218,1590.6907,17,17,3,6,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.760887,2.656e-30,0.071,0.66,0.25,#,0.0041,4252.4481,27,27,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7157.838324,3.296e-27,0.0763,0.66,0.412,#,-0.01,2129.5991,21,27,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.85172,6.146e-25,0.0503,0.5,0.391,#,-0.01859,2406.1431,33,33,4,4,4,2,5,0,3,1386,1386,1232,1411,817,0,1411
7157.85314,2.045e-25,0.0503,0.5,0.391,#,-0.01838,2406.1409,11,11,4,4,4,2,2,0,3,1386,1386,1232,1411,817,0,1411
7157.894613,1.85e-26,0.0557,0.6,0.352,#,-0.01103,1394.8142,51,45,7,5,4,2,2,0,3,1208,1214,1419,1413,817,0,1413
7157.93632,1.56e-25,0.0177,0.01,0.25,#,-0.01666,2042.3741,29,27,4,5,4,2,2,0,3,1386,1216,1232,1411,817,0,1411
7158.066023,1.478e-28,0.0641,0.62,0.315,#,-0.01216,1810.5879,63,57,4,3,4,3,2,0,3,1387,1380,1419,1413,817,0,1413
7158.069477,2.366e-30,0.0878,0.72,0.371,#,-0.01733,3873.7937,15,13,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7158.128795,1.62e-24,0.0927,0.73,0.371,#,-0.00958,602.7735,11,13,7,5,4,2,6,0,3,1208,1216,1419,1413,817,0,1413
7158.129643,5.392e-29,0.0665,0.54,0.352,#,0.00255,2181.0898,13,15,3,3,4,4,2,0,3,1387,1380,1232,1411,817,0,42
